"","lon","lat"
"1",-77.0368707,38.9071923
"2",NA,NA
"3",NA,NA
"4",-79.0192997,35.7595731
"5",-94.6235579,35.0537094
"6",NA,NA
"7",-83.9811014,34.1140497
"8",-82.9987942,39.9611755
"9",NA,NA
"10",-1.4043509,50.9097004
"11",-88.017771,44.519456
"12",-87.777356,30.8516838
"13",NA,NA
"14",-83.7430378,42.2808256
"15",-105.0732844,33.3403963
"16",0.121817,52.205337
"17",-82.7511987,34.4989981
"18",-1.3231139,51.401409
"19",NA,NA
"20",-122.4194155,37.7749295
"21",NA,NA
"22",-2.0784138,55.2082542
"23",NA,NA
"24",122.4467238,0.6999372
"25",NA,NA
"26",NA,NA
"27",NA,NA
"28",-118.2436849,34.0522342
"29",-0.4513266,51.9174803
"30",-107.4338866,32.4507852
"31",NA,NA
"32",-46.6061912,-23.662718
"33",-43.9147278,-19.8558407
"34",-2.2426305,53.4807593
"35",NA,NA
"36",-4.2026458,56.4906712
"37",-75.1652215,39.9525839
"38",-97.5052724,29.6657863
"39",-85.7584557,38.2526647
"40",NA,NA
"41",-107.4338866,32.4507852
"42",-49.2511995,-16.6896407
"43",-97.0403352,32.8998091
"44",-119.4179324,36.778261
"45",-74.0059728,40.7127753
"46",NA,NA
"47",-1.890401,52.486243
"48",-122.4194155,37.7749295
"49",-74.4056612,40.0583238
"50",12.4963655,41.9027835
"51",-111.0937311,39.3209801
"52",-2.9915726,53.4083714
"53",-118.3884078,33.8491816
"54",-73.9722265,40.7467775
"55",-71.3389183,-29.9590009
"56",NA,NA
"57",NA,NA
"58",NA,NA
"59",NA,NA
"60",NA,NA
"61",-94.658108,39.022807
"62",-40.5030961,-9.389083
"63",-94.5085299,39.144893
"64",-77.0287949,38.8983313
"65",-43.1728965,-22.9068467
"66",-3.435973,55.378051
"67",NA,NA
"68",NA,NA
"69",-83.7719846,33.8103827
"70",-87.964925,41.5992209
"71",NA,NA
"72",NA,NA
"73",NA,NA
"74",137.8480752,34.7033332
"75",-88.7878678,43.7844397
"76",-122.1817252,37.4529598
"77",NA,NA
"78",-87.6495075,41.8365443
"79",-99.9018131,31.9685988
"80",-43.1728965,-22.9068467
"81",-70.3975022,-23.6509279
"82",-70.3975022,-23.6509279
"83",-43.1728965,-22.9068467
"84",NA,NA
"85",NA,NA
"86",-99.9018131,31.9685988
"87",-52.3375886,-31.7653989
"88",-44.0947303,-22.5077597
"89",-43.1728965,-22.9068467
"90",NA,NA
"91",-41.9463785,-22.5272615
"92",-119.0187125,35.3732921
"93",-71.3161718,42.6334247
"94",-117.3961564,33.9533487
"95",-43.561549,-22.910401
"96",-74.0059728,40.7127753
"97",103.819836,1.352083
"98",NA,NA
"99",NA,NA
"100",NA,NA
"101",NA,NA
"102",-75.1652215,39.9525839
"103",-120.7401385,47.7510741
"104",-43.3022984,-22.7826972
"105",NA,NA
"106",-86.145395,39.8509529
"107",NA,NA
"108",NA,NA
"109",-84.3879824,33.7489954
"110",NA,NA
"111",-75.6971931,45.4215296
"112",-74.4056612,40.0583238
"113",-75.1652215,39.9525839
"114",NA,NA
"115",-94.658108,39.022807
"116",NA,NA
"117",NA,NA
"118",-98.4936282,29.4241219
"119",NA,NA
"120",-107.4338866,32.4507852
"121",-86.902298,32.3182314
"122",-43.1728965,-22.9068467
"123",NA,NA
"124",-90.1177559,29.9214682
"125",-1.1743197,52.3555177
"126",-84.3879824,33.7489954
"127",NA,NA
"128",-43.1728965,-22.9068467
"129",NA,NA
"130",-43.1728965,-22.9068467
"131",178.065032,-17.713371
"132",-1.8565278,52.5079138
"133",-93.2650108,44.977753
"134",-73.9638997,40.7744189
"135",NA,NA
"136",NA,NA
"137",NA,NA
"138",113.921327,-0.789275
"139",-43.1728965,-22.9068467
"140",-85.3863599,40.1933767
"141",NA,NA
"142",-118.2436849,34.0522342
"143",-0.1277583,51.5073509
"144",NA,NA
"145",-74.0059728,40.7127753
"146",101.975766,4.210484
"147",NA,NA
"148",-91.4009835,39.5853222
"149",-74.0059728,40.7127753
"150",-43.1728965,-22.9068467
"151",-89.1792621,37.4793567
"152",139.6917064,35.6894875
"153",-70.8119953,-9.0237964
"154",-44.1218397,-22.5351632
"155",NA,NA
"156",-51.92528,-14.235004
"157",NA,NA
"158",-115.1745559,36.1023715
"159",-42.3625761,-21.9802716
"160",-93.2922989,37.2089572
"161",NA,NA
"162",NA,NA
"163",-51.2300103,-30.1045849
"164",NA,NA
"165",NA,NA
"166",NA,NA
"167",175.5781673,-41.0995443
"168",NA,NA
"169",-94.6169012,38.966673
"170",-80.8431267,35.2270869
"171",-80.395107,42.969704
"172",-119.4179324,36.778261
"173",-43.1728965,-22.9068467
"174",-75.1652215,39.9525839
"175",-43.1728965,-22.9068467
"176",-84.2807329,30.4382559
"177",28.9783589,41.0082376
"178",NA,NA
"179",-1.1581086,52.9547832
"180",NA,NA
"181",37.8797209,40.986166
"182",NA,NA
"183",-74.6049061,40.7723679
"184",NA,NA
"185",-110.926479,32.2217429
"186",-73.087749,41.6032207
"187",-92.6643634,46.2791124
"188",-70.5639979,-33.4295117
"189",-122.6764815,45.5230622
"190",-106.346771,56.130366
"191",NA,NA
"192",NA,NA
"193",-75.6971931,45.4215296
"194",-97.8530686,30.5788055
"195",27.8545867,-33.0291582
"196",-79.3831843,43.653226
"197",-43.18473,-22.9332067
"198",-76.1474244,43.0481221
"199",-107.4338866,32.4507852
"200",-73.996337,40.7529454
"201",-81.5157535,27.6648274
"202",NA,NA
"203",-119.7725868,36.7468422
"204",-43.1728965,-22.9068467
"205",-51.92528,-14.235004
"206",-43.1728965,-22.9068467
"207",NA,NA
"208",NA,NA
"209",-118.015403,33.804424
"210",NA,NA
"211",NA,NA
"212",-42.5340796,-22.2887261
"213",-84.3879824,33.7489954
"214",-43.1728965,-22.9068467
"215",-116.84503,34.2611183
"216",NA,NA
"217",-43.1728965,-22.9068467
"218",-2.094278,57.149717
"219",-43.1728965,-22.9068467
"220",NA,NA
"221",NA,NA
"222",-38.4784214,-12.956351
"223",-119.4179324,36.778261
"224",-73.9727735,40.7859871
"225",-43.2358343,-22.9939022
"226",-106.4850217,31.7618778
"227",-60.6988909,11.2336911
"228",-43.1728965,-22.9068467
"229",NA,NA
"230",NA,NA
"231",NA,NA
"232",NA,NA
"233",NA,NA
"234",NA,NA
"235",NA,NA
"236",NA,NA
"237",NA,NA
"238",NA,NA
"239",NA,NA
"240",NA,NA
"241",NA,NA
"242",NA,NA
"243",NA,NA
"244",NA,NA
"245",NA,NA
"246",NA,NA
"247",NA,NA
"248",NA,NA
"249",NA,NA
"250",-63.5752387,44.6487635
"251",NA,NA
"252",-43.4685442,-22.8742263
"253",-111.3080244,45.2617806
"254",-82.3037898,26.9908952
"255",NA,NA
"256",4.8951679,52.3702157
"257",-86.1349019,40.2671941
"258",6.9573189,50.9300934
"259",-85.090916,33.605946
"260",-43.1728965,-22.9068467
"261",-79.9958864,40.4406248
"262",-118.2436849,34.0522342
"263",-94.658108,39.022807
"264",NA,NA
"265",NA,NA
"266",NA,NA
"267",-74.0059728,40.7127753
"268",-96.7969879,32.7766642
"269",-118.2436849,34.0522342
"270",NA,NA
"271",NA,NA
"272",-107.4338866,32.4507852
"273",-75.6971931,45.4215296
"274",NA,NA
"275",10.1181294,54.325102
"276",-51.1796683,-29.1634031
"277",-44.040476,-22.9427639
"278",NA,NA
"279",NA,NA
"280",NA,NA
"281",-95.712891,37.09024
"282",-34.8769643,-8.0475622
"283",-43.1868592,-22.9697777
"284",NA,NA
"285",-1.1743197,52.3555177
"286",-43.1728965,-22.9068467
"287",-61.222503,10.691803
"288",NA,NA
"289",-43.1728965,-22.9068467
"290",-72.764167,41.693255
"291",NA,NA
"292",NA,NA
"293",NA,NA
"294",NA,NA
"295",-43.1728965,-22.9068467
"296",-43.1728965,-22.9068467
"297",NA,NA
"298",-1.383801,54.906869
"299",-0.1406489,51.4939263
"300",NA,NA
"301",NA,NA
"302",-43.1728965,-22.9068467
"303",-75.6971931,45.4215296
"304",-74.0059728,40.7127753
"305",75.825072,26.916354
"306",NA,NA
"307",-122.4442906,47.2528768
"308",-43.1728965,-22.9068467
"309",-43.1728965,-22.9068467
"310",-43.6382914,-23.0019203
"311",-95.712891,37.09024
"312",-83.985,42.43472
"313",NA,NA
"314",-43.1728965,-22.9068467
"315",-119.4179324,36.778261
"316",-70.9494938,42.466763
"317",125.455341,7.190708
"318",-43.6146683,-22.9120556
"319",NA,NA
"320",-43.3634352,-22.8879496
"321",NA,NA
"322",-42.2066423,-22.8142407
"323",-97.270596,37.69802
"324",-43.1728965,-22.9068467
"325",NA,NA
"326",NA,NA
"327",-99.9018131,31.9685988
"328",172.6362254,-43.5320544
"329",NA,NA
"330",-107.4338866,32.4507852
"331",NA,NA
"332",NA,NA
"333",12.56738,41.87194
"334",NA,NA
"335",NA,NA
"336",-43.1728965,-22.9068467
"337",-117.1610838,32.715738
"338",NA,NA
"339",-94.5785667,39.0997265
"340",NA,NA
"341",-95.712891,37.09024
"342",NA,NA
"343",-87.6297982,41.8781136
"344",-9.2597522,39.0910112
"345",NA,NA
"346",-43.1728965,-22.9068467
"347",-43.1728965,-22.9068467
"348",NA,NA
"349",-113.5684164,37.0965278
"350",NA,NA
"351",72.5888133,23.0304943
"352",-76.6412712,39.0457549
"353",-43.2736259,-22.8899874
"354",NA,NA
"355",100.6231841,13.7686264
"356",-106.346771,56.130366
"357",-43.1728965,-22.9068467
"358",NA,NA
"359",-81.8690904,28.7390864
"360",-43.1728965,-22.9068467
"361",-43.1728965,-22.9068467
"362",-51.280728,-23.265793
"363",-81.9320482,34.9495672
"364",-43.1728965,-22.9068467
"365",-116.2146068,43.6187102
"366",-43.1728965,-22.9068467
"367",-43.3698377,-22.8599462
"368",-43.1728965,-22.9068467
"369",-43.1728965,-22.9068467
"370",-77.0368707,38.9071923
"371",NA,NA
"372",-116.3946062,43.5781541
"373",-112.0740373,33.4483771
"374",NA,NA
"375",144.9630576,-37.8136276
"376",-43.3363639,-22.8725334
"377",-95.712891,37.09024
"378",-80.9508812,34.1022461
"379",NA,NA
"380",-94.658108,39.022807
"381",-43.1728965,-22.9068467
"382",-43.3053106,-22.7862985
"383",-61.222503,10.691803
"384",NA,NA
"385",-43.2410248,-22.9325728
"386",-111.0937311,34.0489281
"387",NA,NA
"388",-43.1728965,-22.9068467
"389",-43.1675881,-22.954378
"390",-43.1728965,-22.9068467
"391",28.9783589,41.0082376
"392",-43.1728965,-22.9068467
"393",-43.1728965,-22.9068467
"394",-72.4030806,44.148376
"395",NA,NA
"396",-95.712891,37.09024
"397",-73.9707016,40.5755438
"398",NA,NA
"399",-83.985,42.43472
"400",-111.8314724,33.4151843
"401",-107.4338866,32.4507852
"402",-43.1728965,-22.9068467
"403",NA,NA
"404",NA,NA
"405",-89.9832003,38.5417174
"406",NA,NA
"407",NA,NA
"408",NA,NA
"409",-43.1728965,-22.9068467
"410",-43.1728965,-22.9068467
"411",-46.6333094,-23.5505199
"412",-80.579511,35.4087517
"413",-82.9000751,32.1656221
"414",NA,NA
"415",-0.1277583,51.5073509
"416",-38.5267393,-3.7319029
"417",NA,NA
"418",-51.92528,-14.235004
"419",150.7441424,-33.7711355
"420",NA,NA
"421",-87.9027962,33.3201178
"422",-118.2436849,34.0522342
"423",-117.0430865,34.033625
"424",NA,NA
"425",-43.1728965,-22.9068467
"426",-48.5482195,-27.5948698
"427",-119.7725868,36.7468422
"428",-71.0588801,42.3600825
"429",-43.1728965,-22.9068467
"430",119.4327314,-5.1476651
"431",-43.1728965,-22.9068467
"432",-84.2700179,37.8393332
"433",-43.1728965,-22.9068467
"434",-43.1728965,-22.9068467
"435",-95.712891,37.09024
"436",NA,NA
"437",-94.658108,39.022807
"438",-102.6449101,32.7189926
"439",-42.5340796,-22.2887261
"440",-46.618098,-23.5580858
"441",NA,NA
"442",NA,NA
"443",-99.9018131,31.9685988
"444",NA,NA
"445",-95.8862497,36.1433687
"446",2.213749,46.227638
"447",-43.3094623,-22.8440802
"448",-43.3164181,-23.0130399
"449",-120.3009715,46.3762152
"450",-2.0571868,52.8792745
"451",NA,NA
"452",NA,NA
"453",NA,NA
"454",-96.5991593,32.7667955
"455",-95.712891,37.09024
"456",NA,NA
"457",-95.712891,37.09024
"458",-62.0750998,2.7375971
"459",-2.58791,51.454513
"460",-107.4338866,32.4507852
"461",-43.1728965,-22.9068467
"462",-107.4338866,32.4507852
"463",NA,NA
"464",-83.0518362,37.8487015
"465",-95.971261,36.153315
"466",NA,NA
"467",NA,NA
"468",-43.3053106,-22.7862985
"469",NA,NA
"470",-42.0262542,-22.8867507
"471",-81.5157535,27.6648274
"472",NA,NA
"473",-104.9776092,39.8707901
"474",-104.990251,39.7392358
"475",88.3239062,22.7873967
"476",-92.5324988,34.6133972
"477",-120.1701029,43.1489058
"478",NA,NA
"479",-104.990251,39.7392358
"480",NA,NA
"481",-60.2267256,46.1054345
"482",-81.5135272,41.5092387
"483",-117.3280644,33.9737055
"484",-76.5018807,42.4439614
"485",NA,NA
"486",NA,NA
"487",174.776236,-41.2864603
"488",46.6752957,24.7135517
"489",-95.712891,37.09024
"490",-96.7969879,32.7766642
"491",-90.1994042,38.6270025
"492",-120.5542012,43.8041334
"493",NA,NA
"494",NA,NA
"495",-71.3824374,42.4072107
"496",-43.1728965,-22.9068467
"497",-43.1728965,-22.9068467
"498",NA,NA
"499",-43.1728965,-22.9068467
"500",-43.1728965,-22.9068467
"501",NA,NA
"502",NA,NA
"503",-95.712891,37.09024
"504",NA,NA
"505",-43.1728965,-22.9068467
"506",NA,NA
"507",-110.8996546,32.3063408
"508",101.5944885,3.1278871
"509",NA,NA
"510",NA,NA
"511",-79.0192997,35.7595731
"512",NA,NA
"513",-43.1728965,-22.9068467
"514",136.2091547,-30.0002315
"515",NA,NA
"516",-78.4766781,38.0293059
"517",-43.1728965,-22.9068467
"518",NA,NA
"519",NA,NA
"520",-43.1728965,-22.9068467
"521",NA,NA
"522",NA,NA
"523",NA,NA
"524",-94.658108,39.022807
"525",-43.18473,-22.9332067
"526",-93.2986106,44.3139974
"527",19.145136,51.919438
"528",-43.1728965,-22.9068467
"529",-87.6297982,41.8781136
"530",-43.1152211,-22.8858975
"531",-73.9441579,40.6781784
"532",-73.9441579,40.6781784
"533",174.776236,-41.2864603
"534",-118.3897922,34.0297053
"535",-74.0059728,40.7127753
"536",-118.2436849,34.0522342
"537",-50.2188556,-27.2423392
"538",-43.18473,-22.9332067
"539",NA,NA
"540",-75.1652215,39.9525839
"541",-6.5700017,41.7511651
"542",NA,NA
"543",-71.467566,42.7653662
"544",-83.7430378,42.2808256
"545",-99.9018131,41.4925374
"546",-44.0947303,-22.5077597
"547",-43.1868592,-22.9697777
"548",-86.5804473,35.5174913
"549",-77.0368707,38.9071923
"550",-112.0740373,33.4483771
"551",152.8385835,-25.2870656
"552",NA,NA
"553",NA,NA
"554",NA,NA
"555",-52.3375886,-31.7653989
"556",NA,NA
"557",-76.6121893,39.2903848
"558",-73.98947,40.744572
"559",-74.0059728,40.7127753
"560",-91.8318334,35.20105
"561",-43.1728965,-22.9068467
"562",-43.1868592,-22.9697777
"563",-76.6377068,-7.598875
"564",-43.18473,-22.9332067
"565",-43.1728965,-22.9068467
"566",NA,NA
"567",-98.0824,37.1516557
"568",-60.978893,13.909444
"569",NA,NA
"570",-84.3879824,33.7489954
"571",NA,NA
"572",-95.7257968,32.3593117
"573",-106.346771,56.130366
"574",-78.9288242,43.9368383
"575",NA,NA
"576",-43.1728965,-22.9068467
"577",-1.642758,42.813289
"578",NA,NA
"579",-95.2330859,29.459031
"580",-43.1728965,-22.9068467
"581",NA,NA
"582",NA,NA
"583",NA,NA
"584",-43.18473,-22.9332067
"585",-119.8138027,39.5296329
"586",-51.1694049,-29.1610834
"587",-99.9018131,31.9685988
"588",5.291266,52.132633
"589",-76.6121893,39.2903848
"590",-105.8700901,34.5199402
"591",102.2500868,2.189594
"592",NA,NA
"593",-43.1152211,-22.8858975
"594",-80.333931,26.1434392
"595",-43.1728965,-22.9068467
"596",NA,NA
"597",NA,NA
"598",-118.4364839,34.2107219
"599",-94.5785667,39.0997265
"600",-95.3807895,30.9564439
"601",19.5033041,47.162494
"602",114.109497,22.396428
"603",39.8579118,21.3890824
"604",NA,NA
"605",NA,NA
"606",NA,NA
"607",-43.1728965,-22.9068467
"608",-3.435973,55.378051
"609",-52.3375886,-31.7653989
"610",-75.6971931,45.4215296
"611",-75.6971931,45.4215296
"612",-105.7820674,39.5500507
"613",-43.0359543,-22.9443161
"614",NA,NA
"615",-72.682467,41.7641979
"616",-75.6054882,39.9606643
"617",-76.3518469,45.4347445
"618",-99.9018131,43.9695148
"619",NA,NA
"620",-8.4863157,51.8968917
"621",-95.3698028,29.7604267
"622",-4.251806,55.864237
"623",NA,NA
"624",NA,NA
"625",NA,NA
"626",NA,NA
"627",-78.8866943,33.6890603
"628",-111.8910474,40.7607793
"629",NA,NA
"630",-117.0430865,34.033625
"631",NA,NA
"632",-82.907123,40.4172871
"633",-0.1277583,51.5073509
"634",NA,NA
"635",NA,NA
"636",-76.2449868,40.0336746
"637",-0.1277583,51.5073509
"638",-43.1728965,-22.9068467
"639",100.3327617,5.4163459
"640",-43.1728965,-22.9068467
"641",-84.3879824,33.7489954
"642",NA,NA
"643",-75.6971931,45.4215296
"644",-87.677251,34.79981
"645",-40.2949528,-20.3477821
"646",NA,NA
"647",NA,NA
"648",-123.0350963,44.9428975
"649",-74.0059728,40.7127753
"650",-91.9623327,30.9842977
"651",NA,NA
"652",-43.1728965,-22.9068467
"653",-83.9811014,34.1140497
"654",NA,NA
"655",NA,NA
"656",-74.0059728,40.7127753
"657",9.189982,45.4642035
"658",NA,NA
"659",-76.805345,39.132015
"660",-77.0368707,38.9071923
"661",NA,NA
"662",NA,NA
"663",-88.1792361,41.5022339
"664",-83.985,42.43472
"665",-43.2410248,-22.9325728
"666",NA,NA
"667",-43.1728965,-22.9068467
"668",-95.3698028,29.7604267
"669",NA,NA
"670",-40.2949528,-20.3477821
"671",NA,NA
"672",-75.1652215,39.9525839
"673",-82.3248262,29.6516344
"674",NA,NA
"675",NA,NA
"676",NA,NA
"677",-96.7969879,32.7766642
"678",-79.9958864,40.4406248
"679",NA,NA
"680",-106.346771,56.130366
"681",-2.3444786,50.7487635
"682",NA,NA
"683",-43.4685442,-22.8742263
"684",NA,NA
"685",-71.863608,42.350969
"686",NA,NA
"687",-87.6297982,41.8781136
"688",-94.658108,39.022807
"689",-43.18473,-22.9332067
"690",-86.5804473,35.5174913
"691",-104.8213634,38.8338816
"692",-2.5969501,53.3900441
"693",-43.1728965,-22.9068467
"694",NA,NA
"695",-3.435973,55.378051
"696",-43.1728965,-22.9068467
"697",NA,NA
"698",-111.0937311,34.0489281
"699",-115.1398296,36.1699412
"700",12.4963655,41.9027835
"701",NA,NA
"702",-60.978893,13.909444
"703",NA,NA
"704",-118.3897922,34.0297053
"705",-44.0947303,-22.5077597
"706",-111.9260519,33.4941704
"707",-79.3831843,43.653226
"708",NA,NA
"709",-3.435973,55.378051
"710",17.7948189,50.6411215
"711",NA,NA
"712",NA,NA
"713",NA,NA
"714",-79.3831843,43.653226
"715",NA,NA
"716",-86.902298,32.3182314
"717",4.8951679,52.3702157
"718",NA,NA
"719",NA,NA
"720",NA,NA
"721",NA,NA
"722",-86.1349019,40.2671941
"723",-93.2986106,44.3139974
"724",-1.1743197,52.3555177
"725",-95.712891,37.09024
"726",-44.0947303,-22.5077597
"727",NA,NA
"728",NA,NA
"729",-43.1907328,-22.9191206
"730",-122.2533138,37.8573737
"731",122.9689565,10.6407389
"732",NA,NA
"733",NA,NA
"734",-86.0549863,39.4806055
"735",-52.3375886,-31.7653989
"736",71.3865196,25.7415209
"737",-92.3389453,34.769177
"738",NA,NA
"739",-112.0740373,33.4483771
"740",NA,NA
"741",NA,NA
"742",-74.4056612,40.0583238
"743",-98.4861419,29.4259671
"744",NA,NA
"745",NA,NA
"746",-107.4338866,32.4507852
"747",NA,NA
"748",-84.5555347,42.732535
"749",-43.1728965,-22.9068467
"750",NA,NA
"751",NA,NA
"752",-72.5341499,42.155597
"753",77.6743514,12.9090096
"754",-119.4179324,36.778261
"755",-84.1546452,36.2178566
"756",-122.3255254,37.5629917
"757",-75.1652215,39.9525839
"758",-75.2424229,39.8743959
"759",NA,NA
"760",NA,NA
"761",-71.467566,42.7653662
"762",NA,NA
"763",25.7481511,61.92411
"764",NA,NA
"765",-82.9987942,39.9611755
"766",NA,NA
"767",NA,NA
"768",-80.1172881,26.0192874
"769",-79.9958864,40.4406248
"770",NA,NA
"771",-78.6381787,35.7795897
"772",153.1932534,-28.6104322
"773",-1.776978,53.835927
"774",-1.1581086,52.9547832
"775",-79.9958864,40.4406248
"776",-121.4943996,38.5815719
"777",NA,NA
"778",71.3865196,25.7415209
"779",-75.3704579,40.6259316
"780",-77.6109219,43.16103
"781",-117.1610838,32.715738
"782",-87.2550353,41.5322592
"783",NA,NA
"784",-0.945503,53.321356
"785",-75.4863364,44.6942291
"786",-80.0942087,26.9342246
"787",-80.0942087,26.9342246
"788",NA,NA
"789",-97.6688843,27.7903032
"790",NA,NA
"791",-86.8009271,36.1442951
"792",-76.6412712,39.0457549
"793",-43.18473,-22.9332067
"794",-43.1728965,-22.9068467
"795",-99.9018131,31.9685988
"796",-43.1728965,-22.9068467
"797",-83.400211,42.324204
"798",103.819836,1.352083
"799",-74.297333,4.570868
"800",NA,NA
"801",-106.346771,56.130366
"802",-77.6109219,43.16103
"803",-87.6297982,41.8781136
"804",NA,NA
"805",NA,NA
"806",-48.5482195,-27.5948698
"807",0.2494235,50.908596
"808",-77.0368707,38.9071923
"809",NA,NA
"810",NA,NA
"811",NA,NA
"812",-93.7501789,32.5251516
"813",NA,NA
"814",-82.9000751,32.1656221
"815",-107.4338866,32.4507852
"816",-78.9657302,43.0216283
"817",-43.1728965,-22.9068467
"818",-2.0784138,55.2082542
"819",-43.1728965,-22.9068467
"820",-97.7430608,30.267153
"821",NA,NA
"822",-94.658108,39.022807
"823",NA,NA
"824",-77.0909809,38.8816208
"825",-1.519693,52.406822
"826",-87.6297982,41.8781136
"827",-40.3133294,-20.3752958
"828",NA,NA
"829",-43.1728965,-22.9068467
"830",-38.5267393,-3.7319029
"831",-74.0059728,40.7127753
"832",NA,NA
"833",NA,NA
"834",NA,NA
"835",NA,NA
"836",NA,NA
"837",-3.17909,51.481581
"838",NA,NA
"839",-123.133569,49.1665898
"840",NA,NA
"841",NA,NA
"842",-43.18473,-22.9332067
"843",-43.363268,-22.8668265
"844",-43.1728965,-22.9068467
"845",NA,NA
"846",-87.6297982,41.8781136
"847",-81.3792365,28.5383355
"848",NA,NA
"849",-43.1728965,-22.9068467
"850",-75.1652215,39.9525839
"851",NA,NA
"852",-43.2959357,-22.8234412
"853",NA,NA
"854",-43.1779137,-22.5112638
"855",-78.6381787,35.7795897
"856",NA,NA
"857",-177.3673582,28.2148695
"858",NA,NA
"859",NA,NA
"860",-43.3053106,-22.7862985
"861",-52.446377,-29.7213331
"862",-95.619593,36.314508
"863",-42.6279835,-22.7186089
"864",NA,NA
